quarter_seconds_remaining,half_seconds_remaining,no_huddle,posteam_score,defteam_score,ep,wp,series,defenders_in_box,rushing_yards,Temperature,timeout_home_team,timeout_away_team,age_y_C_avg,age_y_C_std,age_y_DB_avg,age_y_DB_std,age_y_DE_avg,age_y_DE_std,age_y_DT_avg,age_y_DT_std,age_y_LB_avg,age_y_LB_std,age_y_OG_avg,age_y_OG_std,age_y_OT_avg,age_y_OT_std,age_y_RB_avg,age_y_RB_std,age_y_TE_avg,age_y_TE_std,age_y_WR_avg,age_y_WR_std,grades_run_block_C_avg,grades_run_block_C_std,grades_run_block_OG_avg,grades_run_block_OG_std,grades_run_block_OT_avg,grades_run_block_OT_std,grades_run_block_RB_avg,grades_run_block_RB_std,grades_run_block_TE_avg,grades_run_block_TE_std,grades_run_block_WR_avg,grades_run_block_WR_std,snap_counts_run_block_C_avg,snap_counts_run_block_C_std,snap_counts_run_block_OG_avg,snap_counts_run_block_OG_std,snap_counts_run_block_OT_avg,snap_counts_run_block_OT_std,snap_counts_run_block_RB_avg,snap_counts_run_block_RB_std,snap_counts_run_block_TE_avg,snap_counts_run_block_TE_std,snap_counts_run_block_WR_avg,snap_counts_run_block_WR_std,grades_run_defense_DB_avg,grades_run_defense_DB_std,grades_run_defense_DE_avg,grades_run_defense_DE_std,grades_run_defense_DT_avg,grades_run_defense_DT_std,grades_run_defense_LB_avg,grades_run_defense_LB_std,snap_counts_run_DB_avg,snap_counts_run_DB_std,snap_counts_run_DE_avg,snap_counts_run_DE_std,snap_counts_run_DT_avg,snap_counts_run_DT_std,snap_counts_run_LB_avg,snap_counts_run_LB_std,weight_height_ratio_C_avg,weight_height_ratio_C_std,weight_height_ratio_OG_avg,weight_height_ratio_OG_std,weight_height_ratio_OT_avg,weight_height_ratio_OT_std,weight_height_ratio_RB_avg,weight_height_ratio_RB_std,weight_height_ratio_TE_avg,weight_height_ratio_TE_std,weight_height_ratio_WR_avg,weight_height_ratio_WR_std,weight_height_ratio_DB_avg,weight_height_ratio_DB_std,weight_height_ratio_DE_avg,weight_height_ratio_DE_std,weight_height_ratio_DT_avg,weight_height_ratio_DT_std,weight_height_ratio_LB_avg,weight_height_ratio_LB_std,C_flag,DB_flag,DE_flag,DT_flag,LB_flag,OG_flag,OT_flag,RB_flag,TE_flag,WR_flag,offteam_penalty,defteam_penalty,SingleC_flag,SingleDB_flag,SingleDE_flag,SingleDT_flag,SingleLB_flag,SingleOG_flag,SingleOT_flag,SingleRB_flag,SingleTE_flag,SingleWR_flag,is_home,ydstogo_bucket_1-3,ydstogo_bucket_4-6,ydstogo_bucket_7-9,ydstogo_bucket_10,ydstogo_bucket_11+,wind_bucket_0,wind_bucket_1-5,wind_bucket_6-10,wind_bucket_11-15,wind_bucket_16+,season_2019,season_2020,season_2021,season_2022,season_2023,game_half_Half1,game_half_Half2,game_half_Overtime,roof_closed,roof_dome,roof_open,roof_outdoors,offense_formation_I_FORM,offense_formation_JUMBO,offense_formation_PISTOL,offense_formation_SHOTGUN,offense_formation_SINGLEBACK,offense_formation_WILDCAT,run_direction_leftend,run_direction_leftguard,run_direction_lefttackle,run_direction_middle,run_direction_rightend,run_direction_rightguard,run_direction_righttackle,opposing_team_ARI,opposing_team_ATL,opposing_team_BAL,opposing_team_BUF,opposing_team_CAR,opposing_team_CHI,opposing_team_CIN,opposing_team_CLE,opposing_team_DEN,opposing_team_DET,opposing_team_GB,opposing_team_HOU,opposing_team_IND,opposing_team_JAX,opposing_team_KC,opposing_team_LAC,opposing_team_LV,opposing_team_MIA,opposing_team_MIN,opposing_team_NO,opposing_team_NYG,opposing_team_NYJ,opposing_team_PHI,opposing_team_PIT,opposing_team_SEA,opposing_team_TB,opposing_team_WAS,down_1.0,down_2.0,down_3.0,down_4.0,week_sin,week_cos
0.04115684,0.5184358,0.0,0.9534918974953066,1.1680072985952796,0.031585878093480145,-0.2488873446277283,0.918769029713066,-1.4765375537677878,4.0,-0.05345095387049064,0,0,0.17655256044863027,-0.625725197199623,-0.21291564095524038,0.24973993972416256,-0.28775073168873755,-0.7900758632132001,-0.9009905833602745,-1.5923213927441924,0.19494173913779717,-1.1205097039894385,-0.012282496271002011,1.0,0.4385897497478264,0.37770905984926,-5.199337582605575,0.0,-0.5089847222590416,0.9972443299119716,-0.5165677896699127,0.1909986083840615,70.9,0.0,57.5,10.5,75.85,4.649999999999999,0.0,0.0,54.849999999999994,2.4499999999999993,62.949999999999996,5.649999999999999,401.0,0.0,354.0,36.0,346.0,46.0,0.0,0.0,321.5,47.5,149.5,109.5,0.6895547427975884,0.4266567000584523,0.5563223564169889,-0.12705243342112585,1.2525566229376577,-1.5889205082737956,-0.47067716873752563,0.5386757075013748,0.11833627930238828,1.0140332746281524,0.04001556408659722,0.8131516963925933,-0.06568543276631293,-1.6626102799900506,-0.42029646198497506,0.46896496672434734,0.6271963576001219,-0.6012824781723995,5.19933758270342,0.019607843137254492,0.304347826086957,0.1481481481481485,-5.199337582605575,0.0,-0.874650279449119,-0.1876152193612246,0.2056896881178915,1.4613437599485166,-0.61390205716794,-0.6777140653048459,0.17791959221032486,0.17403751079667004,-0.4131008880569659,-1.4942516905830234,0.9885804843623109,-0.5164024795488434,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5264321628773558,-0.8502171357296141
0.7931034,0.39329606,0.0,0.9534918974953066,1.6081906696962969,-0.5957253354718007,-1.4611513706874566,1.063610572750973,-1.4765375537677878,4.0,-0.05345095387049064,0,0,0.17655256044863027,-0.625725197199623,0.0010001030495903989,-0.16782305124665164,-0.42594230119482,-0.3704258070991423,-1.0597897477874718,-1.1403111884220747,0.7037891527542504,-1.8881874551804432,-0.012282496271002011,1.0,0.4385897497478264,0.37770905984926,-5.199337582605575,0.0,-1.4457981128629913,-1.0661215647531126,-0.3196452356417358,0.35713573904457735,70.9,0.0,57.5,10.5,75.85,4.649999999999999,0.0,0.0,52.4,0.0,57.79999999999999,8.47466813509532,401.0,0.0,354.0,36.0,346.0,46.0,0.0,0.0,369.0,0.0,176.66666666666666,69.95395310885266,-0.03299419494580752,0.9910898998941334,0.2330549393816844,0.1435119352072524,-0.07481818136259626,1.6710728945962219,-1.6499677475016452,-1.8800214044240047,-0.34828538205035586,1.3296111634157892,0.45452197156045704,0.16339413579523945,-1.213368375215035,1.0690127414576043,0.3267227539226587,-1.9834431495802014,0.6271963576001219,-0.6012824781723995,5.19933758270342,0.019607843137254492,0.304347826086957,0.1481481481481485,-5.199337582605575,0.0,-0.6765868349982512,-0.9818153210415237,0.022104266931780418,1.3628025425884323,-0.6926466086577667,-0.29673046459576374,0.2013269475465262,0.43028246772510587,-0.29070562098709507,-1.0811107630707533,-0.01134392173105498,-1.819064027204906,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5264321628773558,-0.8502171357296141
0.7741935,0.38379887,0.0,0.9534918974953066,1.6081906696962969,-0.23157221811003004,-1.3860002580662383,1.1111363710026798,-3.108802085196884,1.0,-0.05345095387049064,0,0,0.17655256044863027,-0.625725197199623,0.0010001030495903989,-0.16782305124665164,-0.42594230119482,-0.3704258070991423,-1.0597897477874718,-1.1403111884220747,0.7037891527542504,-1.8881874551804432,-0.012282496271002011,1.0,0.4385897497478264,0.37770905984926,-5.199337582605575,0.0,-1.4457981128629913,-1.0661215647531126,-0.3196452356417358,0.35713573904457735,70.9,0.0,57.5,10.5,75.85,4.649999999999999,0.0,0.0,52.4,0.0,57.79999999999999,8.47466813509532,401.0,0.0,354.0,36.0,346.0,46.0,0.0,0.0,369.0,0.0,176.66666666666666,69.95395310885266,-0.03299419494580752,0.9910898998941334,0.2330549393816844,0.1435119352072524,-0.07481818136259626,1.6710728945962219,-1.6499677475016452,-1.8800214044240047,-0.34828538205035586,1.3296111634157892,0.45452197156045704,0.16339413579523945,-1.213368375215035,1.0690127414576043,0.3267227539226587,-1.9834431495802014,0.6271963576001219,-0.6012824781723995,5.19933758270342,0.019607843137254492,0.304347826086957,0.1481481481481485,-5.199337582605575,0.0,-0.6765868349982512,-0.9818153210415237,0.022104266931780418,1.3628025425884323,-0.6926466086577667,-0.29673046459576374,0.2013269475465262,0.43028246772510587,-0.29070562098709507,-1.0811107630707533,-0.01134392173105498,-1.819064027204906,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5264321628773558,-0.8502171357296141
0.7385984,0.36592177,1.0,0.9534918974953066,1.6081906696962969,-0.6260971929512582,-1.4551254977377768,1.1111363710026798,-0.13756930308750281,4.0,-0.05345095387049064,0,0,0.17655256044863027,-0.625725197199623,0.0010001030495903989,-0.16782305124665164,-0.42594230119482,-0.3704258070991423,-1.0597897477874718,-1.1403111884220747,0.7037891527542504,-1.8881874551804432,-0.012282496271002011,1.0,0.4385897497478264,0.37770905984926,-5.199337582605575,0.0,-1.4457981128629913,-1.0661215647531126,-0.3196452356417358,0.35713573904457735,70.9,0.0,57.5,10.5,75.85,4.649999999999999,0.0,0.0,52.4,0.0,57.79999999999999,8.47466813509532,401.0,0.0,354.0,36.0,346.0,46.0,0.0,0.0,369.0,0.0,176.66666666666666,69.95395310885266,-0.03299419494580752,0.9910898998941334,0.2330549393816844,0.1435119352072524,-0.07481818136259626,1.6710728945962219,-1.6499677475016452,-1.8800214044240047,-0.34828538205035586,1.3296111634157892,0.45452197156045704,0.16339413579523945,-1.213368375215035,1.0690127414576043,0.3267227539226587,-1.9834431495802014,0.6271963576001219,-0.6012824781723995,5.19933758270342,0.019607843137254492,0.304347826086957,0.1481481481481485,-5.199337582605575,0.0,-0.6765868349982512,-0.9818153210415237,0.022104266931780418,1.3628025425884323,-0.6926466086577667,-0.29673046459576374,0.2013269475465262,0.43028246772510587,-0.29070562098709507,-1.0811107630707533,-0.01134392173105498,-1.819064027204906,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5264321628773558,-0.8502171357296141
0.6295884,0.31117317,0.0,0.9534918974953066,1.6081906696962969,0.20099836138222635,-1.4687563348626334,1.1583027292529349,-0.13756930308750281,12.0,-0.05345095387049064,0,0,0.17655256044863027,-0.625725197199623,-0.6137795517586011,-0.3918941398790663,-0.42594230119482,-0.3704258070991423,-1.7448739491355352,-1.5923213927441924,0.19494173913779717,-1.1205097039894385,-0.012282496271002011,1.0,0.4385897497478264,0.37770905984926,-5.199337582605575,0.0,-0.7289752018467769,0.8693664924918427,-0.12694116841361314,-1.4178725349948693,70.9,0.0,57.5,10.5,75.85,4.649999999999999,0.0,0.0,57.099999999999994,3.7585458180879843,57.3,0.0,401.0,0.0,354.0,36.0,346.0,46.0,0.0,0.0,232.0,132.38076396012627,40.0,0.0,0.6639021177889486,0.40433524685507155,0.2330549393816844,0.1435119352072524,-0.38403617554617836,-1.5889205082737956,-0.47067716873752563,0.5386757075013748,1.1291379707885787,-1.7314346027261907,0.45452197156045704,0.16339413579523945,-0.9444826572699058,-1.6626102799900506,-0.42029646198497506,0.46896496672434734,0.6271963576001219,-0.6012824781723995,5.19933758270342,0.019607843137254492,0.304347826086957,0.1481481481481485,-5.199337582605575,0.0,-0.7650612567801643,-0.09986226126675304,-0.37260438861836037,-1.4589032927628949,-0.37766840269847657,-0.7916541065980701,0.2013269475465262,0.43028246772510587,1.2698340341537742,-1.4942516905830234,0.9885804843623109,-0.5164024795488434,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5264321628773558,-0.8502171357296141
0.5906563,0.2916201,0.0,0.9534918974953066,1.6081906696962969,0.5551220788411011,-1.4639832898367218,1.2051196201617562,-0.13756930308750281,3.0,-0.05345095387049064,0,0,0.17655256044863027,-0.625725197199623,-0.6137795517586011,-0.3918941398790663,-0.42594230119482,-0.3704258070991423,-1.7448739491355352,-1.5923213927441924,0.19494173913779717,-1.1205097039894385,-0.012282496271002011,1.0,0.4385897497478264,0.37770905984926,-5.199337582605575,0.0,-0.5089847222590416,0.9972443299119716,-0.5670549987131444,0.0333151491770669,70.9,0.0,57.5,10.5,75.85,4.649999999999999,0.0,0.0,54.849999999999994,2.4499999999999993,62.75,5.849999999999998,401.0,0.0,354.0,36.0,346.0,46.0,0.0,0.0,321.5,47.5,221.0,38.0,0.6639021177889486,0.40433524685507155,0.2330549393816844,0.1435119352072524,-0.38403617554617836,-1.5889205082737956,-0.47067716873752563,0.5386757075013748,1.1291379707885787,-1.7314346027261907,0.45452197156045704,0.16339413579523945,-0.9444826572699058,-1.6626102799900506,-0.42029646198497506,0.46896496672434734,0.6271963576001219,-0.6012824781723995,5.19933758270342,0.019607843137254492,0.304347826086957,0.1481481481481485,-5.199337582605575,0.0,-0.874650279449119,-0.1876152193612246,0.12307624858414176,1.8645153029516155,-0.37766840269847657,-0.7916541065980701,0.2013269475465262,0.43028246772510587,1.2698340341537742,-1.4942516905830234,0.9885804843623109,-0.5164024795488434,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5264321628773558,-0.8502171357296141
0.47274747,0.23240222,1.0,0.9534918974953066,1.6081906696962969,1.409454222225518,-1.1664484461326237,1.2515965464314076,-0.13756930308750281,14.0,-0.05345095387049064,0,0,0.17655256044863027,-0.625725197199623,-0.6137795517586011,-0.3918941398790663,-0.6614764454535739,-1.1526820869818295,-1.3399807538477362,-0.17382106058167585,0.19494173913779717,-1.1205097039894385,-0.012282496271002011,1.0,0.4385897497478264,0.37770905984926,-5.199337582605575,0.0,-0.5089847222590416,0.9972443299119716,-0.5670549987131444,0.0333151491770669,70.9,0.0,57.5,10.5,75.85,4.649999999999999,0.0,0.0,54.849999999999994,2.4499999999999993,62.75,5.849999999999998,401.0,0.0,354.0,36.0,346.0,46.0,0.0,0.0,321.5,47.5,221.0,38.0,0.6639021177889486,0.40433524685507155,0.002149641499324174,-5.199337582605575,0.4342602236957399,0.9040477983865687,-0.47067716873752563,0.5386757075013748,1.1291379707885787,-1.7314346027261907,0.23507740289782536,-1.2693750915533988,-0.5050840450181093,0.025464223479610637,-0.42029646198497506,0.46896496672434734,0.6271963576001219,-0.6012824781723995,5.19933758270342,0.019607843137254492,0.304347826086957,0.1481481481481485,-5.199337582605575,0.0,-0.874650279449119,-0.1876152193612246,0.12307624858414176,1.8645153029516155,-0.37766840269847657,-0.7916541065980701,0.3125118853934797,-1.160815112490595,0.42836657304840275,1.3357389297701991,0.9885804843623109,-0.5164024795488434,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5264321628773558,-0.8502171357296141
0.432703,0.2122905,1.0,0.9534918974953066,1.6081906696962969,2.049952997844741,-0.9561649796052745,1.2977425717055406,0.9886044349724414,1.0,-0.05345095387049064,0,0,0.17655256044863027,-0.625725197199623,-0.169321437200701,-0.37534676991790555,-0.6614764454535739,-1.1526820869818295,-1.2397219634628573,-0.4555400043168772,0.3769151589339972,-1.1990914592078679,-0.012282496271002011,1.0,0.4385897497478264,0.37770905984926,-5.199337582605575,0.0,-0.5089847222590416,0.9972443299119716,-0.5670549987131444,0.0333151491770669,70.9,0.0,57.5,10.5,75.85,4.649999999999999,0.0,0.0,54.849999999999994,2.4499999999999993,62.75,5.849999999999998,401.0,0.0,354.0,36.0,346.0,46.0,0.0,0.0,321.5,47.5,221.0,38.0,1.030734655412518,0.22560611534126232,0.002149641499324174,-5.199337582605575,-0.1778908460904575,1.34484984903482,-1.1069400591805645,-0.26721990627680176,1.1571098414963723,-1.660047839423876,0.23507740289782536,-1.2693750915533988,-1.1237398025666585,0.8231701778605912,0.48294110193462053,-1.4423426640528165,0.6271963576001219,-0.6012824781723995,5.19933758270342,0.019607843137254492,0.304347826086957,0.1481481481481485,-5.199337582605575,0.0,-0.874650279449119,-0.1876152193612246,0.12307624858414176,1.8645153029516155,-0.9761269940211312,-1.4541984832454473,0.3125118853934797,-1.160815112490595,0.09942929279812186,0.9519806409856446,0.655272348997854,-0.6016716646718601,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5264321628773558,-0.8502171357296141
0.21468298,0.10279329,0.0,1.3570372412961094,1.778181323052031,-0.8574164487118946,-1.2197368477218382,1.4791850909949689,-1.4765375537677878,14.0,-0.05345095387049064,0,0,0.17655256044863027,-0.625725197199623,0.0318201912853575,0.04365268171336622,-0.19828989219724533,-1.1526820869818295,-1.3399807538477362,-0.17382106058167585,0.3769151589339972,-1.1990914592078679,-0.012282496271002011,1.0,0.4385897497478264,0.37770905984926,-5.199337582605575,0.0,-1.4457981128629913,-1.0661215647531126,-0.3196452356417358,0.35713573904457735,70.9,0.0,57.5,10.5,75.85,4.649999999999999,0.0,0.0,52.4,0.0,57.79999999999999,8.47466813509532,401.0,0.0,354.0,36.0,346.0,46.0,0.0,0.0,369.0,0.0,176.66666666666666,69.95395310885266,0.22626833514152775,0.9431081460525745,0.4639602372640446,-5.199337582605575,0.4342602236957399,0.9040477983865687,-1.1069400591805645,-0.26721990627680176,0.4501843817903074,0.02140708867447321,0.6739665402230887,-1.2693750915533988,-0.5050840450181093,0.025464223479610637,0.48294110193462053,-1.4423426640528165,0.6271963576001219,-0.6012824781723995,5.19933758270342,0.019607843137254492,0.304347826086957,0.1481481481481485,-5.199337582605575,0.0,-0.6765868349982512,-0.9818153210415237,0.022104266931780418,1.3628025425884323,-0.169782786765342,-0.8588001758198316,0.09014200969957219,-1.160815112490595,0.42836657304840275,1.3357389297701991,0.655272348997854,-0.6016716646718601,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5264321628773558,-0.8502171357296141
0.18353726,0.087150835,1.0,1.3570372412961094,1.778181323052031,-0.29288096804083014,-1.0972616887135407,1.5237990569620015,-1.4765375537677878,2.0,-0.05345095387049064,0,0,0.17655256044863027,-0.625725197199623,0.0318201912853575,0.04365268171336622,-0.19828989219724533,-1.1526820869818295,-1.3399807538477362,-0.17382106058167585,0.3769151589339972,-1.1990914592078679,-0.012282496271002011,1.0,0.4385897497478264,0.37770905984926,-5.199337582605575,0.0,-1.4457981128629913,-1.0661215647531126,-0.3196452356417358,0.35713573904457735,70.9,0.0,57.5,10.5,75.85,4.649999999999999,0.0,0.0,52.4,0.0,57.79999999999999,8.47466813509532,401.0,0.0,354.0,36.0,346.0,46.0,0.0,0.0,369.0,0.0,176.66666666666666,69.95395310885266,0.22626833514152775,0.9431081460525745,0.4639602372640446,-5.199337582605575,0.4342602236957399,0.9040477983865687,-1.1069400591805645,-0.26721990627680176,0.4501843817903074,0.02140708867447321,0.6739665402230887,-1.2693750915533988,-0.5050840450181093,0.025464223479610637,0.48294110193462053,-1.4423426640528165,0.6271963576001219,-0.6012824781723995,5.19933758270342,0.019607843137254492,0.304347826086957,0.1481481481481485,-5.199337582605575,0.0,-0.6765868349982512,-0.9818153210415237,0.022104266931780418,1.3628025425884323,-0.169782786765342,-0.8588001758198316,0.09014200969957219,-1.160815112490595,0.42836657304840275,1.3357389297701991,0.655272348997854,-0.6016716646718601,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5264321628773558,-0.8502171357296141
0.5583982,0.7782123,0.0,-1.4318253741948308,-1.5944249604087093,-0.20946535822074558,0.18394823740932892,-1.4125694779150162,-0.13756930308750281,2.0,-0.8164951385380349,0,0,0.21363611883116285,-0.625725197199623,-1.1069009635308718,-0.1598181425485854,0.8476299649187913,1.4768430099686234,-0.6334394572859832,0.7750406336880755,-1.7025550133706473,-1.2433043289652062,0.013168551245989634,0.9998795035546454,0.4440655170757477,0.37770905984926,-5.199337582605575,0.0,-0.4878370731600962,0.9975429026173886,-0.22468440512131047,-1.3763536726427261,70.9,0.0,57.5,10.5,75.85,4.649999999999999,0.0,0.0,54.849999999999994,2.4499999999999993,61.099999999999994,4.199999999999999,401.0,0.0,354.0,36.0,346.0,46.0,0.0,0.0,321.5,47.5,229.5,46.5,-0.3750291950610245,-0.13279554668301013,0.8497079113733991,1.918441485013229,0.7887296316622853,0.3437189909165888,-0.41220949795905054,0.15049815823691853,1.1291379707885787,-1.28017651234123,1.16771681971401,-0.35211037193823563,0.5639006385198432,-0.7506809556290567,-0.9726467775775363,-1.0708941532205867,0.6271963576001219,-0.6012824781723995,5.19933758270342,0.019607843137254492,0.304347826086957,0.1481481481481485,-5.199337582605575,0.0,-0.874650279449119,-0.1876152193612246,-0.3037598556735687,-0.2549542899220132,-0.7083955189557337,0.34071823988160843,0.1662159145422247,1.4426417914282856,-0.3213044377545638,0.7734832940146189,0.17382726458253497,-0.4357258450146879,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.961825643172819,-0.2736629900720831
0.46718574,0.73240227,0.0,-1.4318253741948308,-1.5944249604087093,0.6661120375846947,0.31250398135907215,-1.319420004326325,-0.13756930308750281,0.0,-0.8164951385380349,0,0,0.21363611883116285,-0.625725197199623,-0.4071227495882459,0.27891796103125976,0.3966290300208612,1.6995159416426822,-0.6334394572859832,0.7750406336880755,-2.10402680661046,-0.8789838957984853,0.013168551245989634,0.9998795035546454,0.4440655170757477,0.37770905984926,-5.199337582605575,0.0,-1.4249251085575383,-1.0661215647531126,-0.0878977267535141,-0.48550443667226784,70.9,0.0,57.5,10.5,75.85,4.649999999999999,0.0,0.0,52.4,0.0,56.699999999999996,7.104927867332644,401.0,0.0,354.0,36.0,346.0,46.0,0.0,0.0,369.0,0.0,182.33333333333334,76.75212628252646,-0.4879007450990464,-0.28438030365348477,1.0778966763394964,1.414697672320771,0.7887296316622853,0.3437189909165888,-0.6631073650364117,-0.4133260816547416,0.6332729900595041,-0.40846188641576403,0.7714974596287028,0.6258126482121629,0.5639006385198432,-0.7506809556290567,-0.837822055552299,-1.0944026731676026,0.6271963576001219,-0.6012824781723995,5.19933758270342,0.019607843137254492,0.304347826086957,0.1481481481481485,-5.199337582605575,0.0,-0.6765868349982512,-0.9818153210415237,-0.2624531359066932,-0.4290212742158712,-0.9257304810676418,0.11843779945140424,0.21303062521462632,1.183531945145774,-0.3213044377545638,0.7734832940146189,0.507135399946987,-0.04996104443826715,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.961825643172819,-0.2736629900720831
0.41824248,0.70782125,0.0,-1.4318253741948308,-1.5944249604087093,0.3909248532921673,0.2573245995826472,-1.319420004326325,-0.13756930308750281,2.0,-0.8164951385380349,0,0,0.21363611883116285,-0.625725197199623,-1.1069009635308718,-0.1598181425485854,0.3966290300208612,1.6995159416426822,-0.6334394572859832,0.7750406336880755,-1.957317801085327,-0.8816742597564222,0.013168551245989634,0.9998795035546454,0.4440655170757477,0.37770905984926,1.4496822521911643,0.0,-1.4249251085575383,-1.0661215647531126,-0.5638238173343784,0.010671136179416067,70.9,0.0,57.5,10.5,75.85,4.649999999999999,58.2,0.0,52.4,0.0,66.94999999999999,1.6499999999999986,401.0,0.0,354.0,36.0,346.0,46.0,51.0,0.0,369.0,0.0,267.5,8.5,-0.3750291950610245,-0.13279554668301013,1.0778966763394964,1.414697672320771,0.7887296316622853,0.3437189909165888,-0.3249298207138844,-0.04450567455636103,1.1291379707885787,-1.28017651234123,0.7714974596287028,0.6258126482121629,0.5639006385198432,-0.7506809556290567,-0.911290566428353,-1.1144547976513426,0.6271963576001219,-0.6012824781723995,5.19933758270342,0.019607843137254492,0.304347826086957,0.1481481481481485,5.19933758270342,0.0,-0.6765868349982512,-0.9818153210415237,0.3571476605964341,0.7136423529851391,-0.7083955189557337,0.34071823988160843,0.21303062521462632,1.183531945145774,-0.3213044377545638,0.7734832940146189,0.5163939592626677,-0.2502990779813845,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.961825643172819,-0.2736629900720831
